transport_id,order_row_id,carrier_name,tracking_number,shipment_status,dispatch_date,estimated_delivery_date,actual_delivery_date,delivery_cost,created_at
7795,7795,Blue Dart,TRK-00007795,In Transit,2016-12-14,2016-12-17,,33.22,2026-08-06 01:41:13.679294
7796,7796,Fedex,TRK-00007796,Delivered,2016-07-12,2016-07-17,2016-07-17,27.0,2026-08-06 01:41:13.679294
7797,7797,Xpressbees,TRK-00007797,Delivered,2016-10-04,2016-10-09,2016-10-09,44.98,2026-08-06 01:41:13.679294
7798,7798,Fedex,TRK-00007798,Delivered,2018-03-24,2018-03-28,2018-03-28,44.7,2026-08-06 01:41:13.679294
7799,7799,Delhivery,TRK-00007799,Delivered,2018-03-25,2018-03-29,2018-03-29,49.98,2026-08-06 01:41:13.679294
7800,7800,Delhivery,TRK-00007800,Delivered,2018-03-26,2018-03-30,2018-03-30,26.48,2026-08-06 01:41:13.679294
7801,7801,Fedex,TRK-00007801,In Transit,2018-06-02,2018-06-06,,43.69,2026-08-06 01:41:13.679294
7802,7802,Xpressbees,TRK-00007802,Delivered,2015-03-26,2015-03-31,2015-03-31,33.64,2026-08-06 01:41:13.679294
7803,7803,Fedex,TRK-00007803,Delivered,2016-09-23,2016-09-28,2016-09-28,42.49,2026-08-06 01:41:13.679294
7804,7804,Xpressbees,TRK-00007804,Delivered,2016-09-23,2016-09-27,2016-09-27,19.4,2026-08-06 01:41:13.679294
7805,7805,Fedex,TRK-00007805,Delivered,2016-09-23,2016-09-28,2016-09-28,28.99,2026-08-06 01:41:13.679294
7806,7806,Blue Dart,TRK-00007806,Delivered,2016-09-23,2016-09-26,2016-09-26,48.09,2026-08-06 01:41:13.679294
7807,7807,Ups,TRK-00007807,In Transit,2016-09-22,2016-09-26,,48.22,2026-08-06 01:41:13.679294
7808,7808,Ups,TRK-00007808,Delivered,2017-01-09,2017-01-12,2017-01-12,13.16,2026-08-06 01:41:13.679294
7809,7809,Xpressbees,TRK-00007809,Delivered,2017-01-08,2017-01-12,2017-01-12,20.82,2026-08-06 01:41:13.679294
7810,7810,Dhl,TRK-00007810,Delivered,2017-01-08,2017-01-13,2017-01-13,43.84,2026-08-06 01:41:13.679294
7811,7811,Xpressbees,TRK-00007811,Delivered,2017-02-16,2017-02-20,2017-02-21,27.42,2026-08-06 01:41:13.679294
7812,7812,Xpressbees,TRK-00007812,Delivered,2017-02-15,2017-02-20,2017-02-20,42.11,2026-08-06 01:41:13.679294
7813,7813,Ups,TRK-00007813,Delivered,2017-02-15,2017-02-20,2017-02-20,23.65,2026-08-06 01:41:13.679294
7814,7814,Xpressbees,TRK-00007814,In Transit,2017-02-15,2017-02-20,,43.66,2026-08-06 01:41:13.679294
7815,7815,Delhivery,TRK-00007815,Delivered,2018-06-10,2018-06-14,2018-06-14,10.25,2026-08-06 01:41:13.679294
7816,7816,Delhivery,TRK-00007816,Delivered,2018-06-08,2018-06-12,2018-06-12,45.1,2026-08-06 01:41:13.679294
7817,7817,Ups,TRK-00007817,Delivered,2017-10-21,2017-10-24,2017-10-24,33.74,2026-08-06 01:41:13.679294
7818,7818,Blue Dart,TRK-00007818,Delivered,2017-10-21,2017-10-25,2017-10-25,19.98,2026-08-06 01:41:13.679294
7819,7819,Delhivery,TRK-00007819,Delivered,2017-10-23,2017-10-28,2017-10-28,16.75,2026-08-06 01:41:13.679294
7820,7820,Ups,TRK-00007820,Delivered,2018-01-28,2018-02-02,2018-02-02,48.84,2026-08-06 01:41:13.679294
7821,7821,Ups,TRK-00007821,Delivered,2018-12-08,2018-12-12,2018-12-12,32.78,2026-08-06 01:41:13.679294
7822,7822,Dhl,TRK-00007822,Delivered,2017-10-23,2017-10-26,2017-10-26,17.24,2026-08-06 01:41:13.679294
7823,7823,Ups,TRK-00007823,Delivered,2015-08-26,2015-08-29,2015-08-29,18.9,2026-08-06 01:41:13.679294
7824,7824,Delhivery,TRK-00007824,Delivered,2015-08-28,2015-09-02,2015-09-02,29.6,2026-08-06 01:41:13.679294
7825,7825,Ups,TRK-00007825,Delivered,2015-05-17,2015-05-20,2015-05-20,37.19,2026-08-06 01:41:13.679294
7826,7826,Fedex,TRK-00007826,In Transit,2016-02-05,2016-02-09,,41.93,2026-08-06 01:41:13.679294
7827,7827,Fedex,TRK-00007827,Delivered,2018-10-31,2018-11-05,2018-11-06,11.8,2026-08-06 01:41:13.679294
7828,7828,Blue Dart,TRK-00007828,Delivered,2018-11-01,2018-11-04,2018-11-05,30.92,2026-08-06 01:41:13.679294
7829,7829,Xpressbees,TRK-00007829,Delivered,2016-04-26,2016-05-01,2016-05-01,34.25,2026-08-06 01:41:13.679294
7830,7830,Ups,TRK-00007830,Delivered,2016-04-27,2016-04-30,2016-04-30,22.53,2026-08-06 01:41:13.679294
7831,7831,Blue Dart,TRK-00007831,Delivered,2016-04-26,2016-04-29,2016-04-29,13.3,2026-08-06 01:41:13.679294
7832,7832,Dhl,TRK-00007832,Delivered,2016-04-26,2016-04-30,2016-04-30,29.14,2026-08-06 01:41:13.679294
7833,7833,Ups,TRK-00007833,Delivered,2017-05-10,2017-05-13,2017-05-13,40.47,2026-08-06 01:41:13.679294
7834,7834,Ups,TRK-00007834,Delivered,2016-01-24,2016-01-27,2016-01-27,21.73,2026-08-06 01:41:13.679294
7835,7835,Fedex,TRK-00007835,Delivered,2016-04-13,2016-04-18,2016-04-18,20.09,2026-08-06 01:41:13.679294
7836,7836,Blue Dart,TRK-00007836,Delivered,2016-04-13,2016-04-17,2016-04-17,18.69,2026-08-06 01:41:13.679294
7837,7837,Fedex,TRK-00007837,Delivered,2016-09-27,2016-10-01,2016-10-01,13.38,2026-08-06 01:41:13.679294
7838,7838,Delhivery,TRK-00007838,Delivered,2016-09-25,2016-09-28,2016-09-28,18.58,2026-08-06 01:41:13.679294
7839,7839,Delhivery,TRK-00007839,Delivered,2016-09-27,2016-10-02,2016-10-02,48.77,2026-08-06 01:41:13.679294
7840,7840,Dhl,TRK-00007840,Delivered,2015-03-28,2015-04-01,2015-04-01,23.48,2026-08-06 01:41:13.679294
7841,7841,Ups,TRK-00007841,Delivered,2015-03-28,2015-04-01,2015-04-01,41.32,2026-08-06 01:41:13.679294
7842,7842,Xpressbees,TRK-00007842,In Transit,2017-07-17,2017-07-20,,38.86,2026-08-06 01:41:13.679294
7843,7843,Xpressbees,TRK-00007843,Delivered,2015-04-19,2015-04-22,2015-04-22,26.8,2026-08-06 01:41:13.679294
7844,7844,Ups,TRK-00007844,Delivered,2015-04-20,2015-04-24,2015-04-24,23.79,2026-08-06 01:41:13.679294
7845,7845,Delhivery,TRK-00007845,Delivered,2018-07-23,2018-07-28,2018-07-28,41.13,2026-08-06 01:41:13.679294
7846,7846,Delhivery,TRK-00007846,In Transit,2016-09-28,2016-10-03,,34.25,2026-08-06 01:41:13.679294
7847,7847,Ups,TRK-00007847,Delivered,2016-09-28,2016-10-01,2016-10-01,33.8,2026-08-06 01:41:13.679294
7848,7848,Xpressbees,TRK-00007848,In Transit,2017-02-28,2017-03-05,,18.95,2026-08-06 01:41:13.679294
7849,7849,Ups,TRK-00007849,Delivered,2017-05-03,2017-05-08,2017-05-08,37.86,2026-08-06 01:41:13.679294
7850,7850,Blue Dart,TRK-00007850,In Transit,2017-05-02,2017-05-06,,29.91,2026-08-06 01:41:13.679294
7851,7851,Fedex,TRK-00007851,Delivered,2017-05-03,2017-05-08,2017-05-08,23.13,2026-08-06 01:41:13.679294
7852,7852,Xpressbees,TRK-00007852,Delivered,2015-12-10,2015-12-15,2015-12-15,18.88,2026-08-06 01:41:13.679294
7853,7853,Xpressbees,TRK-00007853,Delivered,2015-12-11,2015-12-16,2015-12-16,14.8,2026-08-06 01:41:13.679294
7854,7854,Blue Dart,TRK-00007854,Delivered,2016-12-25,2016-12-30,2016-12-31,13.87,2026-08-06 01:41:13.679294
7855,7855,Fedex,TRK-00007855,In Transit,2018-12-07,2018-12-12,,25.35,2026-08-06 01:41:13.679294
7856,7856,Blue Dart,TRK-00007856,Delivered,2018-12-09,2018-12-12,2018-12-12,11.49,2026-08-06 01:41:13.679294
7857,7857,Fedex,TRK-00007857,Delivered,2015-05-31,2015-06-03,2015-06-04,23.87,2026-08-06 01:41:13.679294
7858,7858,Blue Dart,TRK-00007858,Delivered,2015-05-31,2015-06-05,2015-06-05,33.78,2026-08-06 01:41:13.679294
7859,7859,Ups,TRK-00007859,Delivered,2015-06-01,2015-06-05,2015-06-05,34.07,2026-08-06 01:41:13.679294
7860,7860,Blue Dart,TRK-00007860,Delivered,2015-06-01,2015-06-06,2015-06-07,45.12,2026-08-06 01:41:13.679294
7861,7861,Delhivery,TRK-00007861,Delivered,2018-03-03,2018-03-06,2018-03-06,27.68,2026-08-06 01:41:13.679294
7862,7862,Ups,TRK-00007862,Delivered,2016-10-12,2016-10-16,2016-10-16,18.28,2026-08-06 01:41:13.679294
7863,7863,Blue Dart,TRK-00007863,Delivered,2016-10-12,2016-10-16,2016-10-16,17.04,2026-08-06 01:41:13.679294
7864,7864,Dhl,TRK-00007864,Delivered,2016-07-16,2016-07-21,2016-07-21,19.75,2026-08-06 01:41:13.679294
7865,7865,Blue Dart,TRK-00007865,Delivered,2016-07-14,2016-07-19,2016-07-19,10.23,2026-08-06 01:41:13.679294
7866,7866,Ups,TRK-00007866,Delivered,2016-07-14,2016-07-18,2016-07-19,19.14,2026-08-06 01:41:13.679294
7867,7867,Ups,TRK-00007867,Delivered,2016-07-15,2016-07-18,2016-07-18,44.38,2026-08-06 01:41:13.679294
7868,7868,Fedex,TRK-00007868,Delivered,2015-11-20,2015-11-23,2015-11-23,32.71,2026-08-06 01:41:13.679294
7869,7869,Ups,TRK-00007869,Delivered,2017-05-27,2017-06-01,2017-06-01,16.83,2026-08-06 01:41:13.679294
7870,7870,Blue Dart,TRK-00007870,Delivered,2018-07-05,2018-07-09,2018-07-09,38.16,2026-08-06 01:41:13.679294
7871,7871,Delhivery,TRK-00007871,Delivered,2018-09-27,2018-10-01,2018-10-01,20.56,2026-08-06 01:41:13.679294
7872,7872,Fedex,TRK-00007872,Delivered,2017-10-04,2017-10-07,2017-10-07,36.22,2026-08-06 01:41:13.679294
7873,7873,Dhl,TRK-00007873,Delivered,2017-10-03,2017-10-08,2017-10-08,39.48,2026-08-06 01:41:13.679294
7874,7874,Fedex,TRK-00007874,Delivered,2017-10-03,2017-10-06,2017-10-06,33.4,2026-08-06 01:41:13.679294
7875,7875,Fedex,TRK-00007875,Delivered,2017-10-05,2017-10-09,2017-10-10,28.9,2026-08-06 01:41:13.679294
7876,7876,Blue Dart,TRK-00007876,Delivered,2018-09-10,2018-09-15,2018-09-16,48.44,2026-08-06 01:41:13.679294
7877,7877,Fedex,TRK-00007877,Delivered,2018-09-09,2018-09-14,2018-09-14,21.72,2026-08-06 01:41:13.679294
7878,7878,Xpressbees,TRK-00007878,Delivered,2016-03-12,2016-03-15,2016-03-16,39.89,2026-08-06 01:41:13.679294
7879,7879,Blue Dart,TRK-00007879,Delivered,2017-11-30,2017-12-05,2017-12-05,12.61,2026-08-06 01:41:13.679294
7880,7880,Delhivery,TRK-00007880,Delivered,2017-06-15,2017-06-20,2017-06-20,22.03,2026-08-06 01:41:13.679294
7881,7881,Dhl,TRK-00007881,Delivered,2018-12-05,2018-12-09,2018-12-10,47.32,2026-08-06 01:41:13.679294
7882,7882,Blue Dart,TRK-00007882,Delivered,2018-12-05,2018-12-09,2018-12-09,17.26,2026-08-06 01:41:13.679294
7883,7883,Dhl,TRK-00007883,Delivered,2018-12-04,2018-12-07,2018-12-07,30.59,2026-08-06 01:41:13.679294
7884,7884,Ups,TRK-00007884,Delivered,2018-12-03,2018-12-08,2018-12-08,10.41,2026-08-06 01:41:13.679294
7885,7885,Dhl,TRK-00007885,In Transit,2018-12-03,2018-12-06,,47.7,2026-08-06 01:41:13.679294
7886,7886,Fedex,TRK-00007886,Delivered,2018-12-04,2018-12-09,2018-12-09,11.72,2026-08-06 01:41:13.679294
7887,7887,Dhl,TRK-00007887,Delivered,2018-12-05,2018-12-10,2018-12-10,27.34,2026-08-06 01:41:13.679294
7888,7888,Delhivery,TRK-00007888,Delivered,2018-12-04,2018-12-07,2018-12-07,31.21,2026-08-06 01:41:13.679294
7889,7889,Ups,TRK-00007889,Delivered,2017-08-18,2017-08-23,2017-08-23,29.46,2026-08-06 01:41:13.679294
7890,7890,Xpressbees,TRK-00007890,Delivered,2017-12-26,2017-12-30,2017-12-30,13.31,2026-08-06 01:41:13.679294
7891,7891,Delhivery,TRK-00007891,Delivered,2017-12-26,2017-12-30,2017-12-30,29.49,2026-08-06 01:41:13.679294
7892,7892,Dhl,TRK-00007892,Delivered,2017-12-27,2017-12-30,2017-12-31,36.05,2026-08-06 01:41:13.679294
7893,7893,Ups,TRK-00007893,In Transit,2017-12-27,2017-12-31,,24.67,2026-08-06 01:41:13.679294
7894,7894,Xpressbees,TRK-00007894,Delivered,2018-07-24,2018-07-28,2018-07-28,40.73,2026-08-06 01:41:13.679294
7895,7895,Fedex,TRK-00007895,In Transit,2018-06-22,2018-06-26,,46.01,2026-08-06 01:41:13.679294
7896,7896,Ups,TRK-00007896,Delivered,2018-06-23,2018-06-26,2018-06-26,44.11,2026-08-06 01:41:13.679294
7897,7897,Ups,TRK-00007897,Delivered,2018-06-21,2018-06-26,2018-06-27,34.31,2026-08-06 01:41:13.679294
7898,7898,Ups,TRK-00007898,Delivered,2018-08-14,2018-08-17,2018-08-17,43.16,2026-08-06 01:41:13.679294
7899,7899,Blue Dart,TRK-00007899,Delivered,2018-08-15,2018-08-19,2018-08-19,40.84,2026-08-06 01:41:13.679294
7900,7900,Delhivery,TRK-00007900,Delivered,2018-08-15,2018-08-20,2018-08-20,38.87,2026-08-06 01:41:13.679294
7901,7901,Ups,TRK-00007901,In Transit,2018-08-14,2018-08-19,,46.37,2026-08-06 01:41:13.679294
7902,7902,Dhl,TRK-00007902,Delivered,2018-08-15,2018-08-18,2018-08-18,43.19,2026-08-06 01:41:13.679294
7903,7903,Dhl,TRK-00007903,Delivered,2018-08-14,2018-08-17,2018-08-17,23.61,2026-08-06 01:41:13.679294
7904,7904,Dhl,TRK-00007904,Delivered,2018-08-13,2018-08-17,2018-08-17,17.97,2026-08-06 01:41:13.679294
7905,7905,Xpressbees,TRK-00007905,Delivered,2016-11-07,2016-11-10,2016-11-10,48.41,2026-08-06 01:41:13.679294
7906,7906,Ups,TRK-00007906,Delivered,2016-10-17,2016-10-20,2016-10-20,30.09,2026-08-06 01:41:13.679294
7907,7907,Dhl,TRK-00007907,Delivered,2016-10-17,2016-10-22,2016-10-23,28.68,2026-08-06 01:41:13.679294
7908,7908,Blue Dart,TRK-00007908,Delivered,2017-07-30,2017-08-02,2017-08-02,19.56,2026-08-06 01:41:13.679294
7909,7909,Ups,TRK-00007909,Delivered,2017-12-03,2017-12-07,2017-12-08,23.31,2026-08-06 01:41:13.679294
7910,7910,Delhivery,TRK-00007910,In Transit,2017-12-04,2017-12-07,,43.28,2026-08-06 01:41:13.679294
7911,7911,Ups,TRK-00007911,In Transit,2017-12-03,2017-12-07,,34.11,2026-08-06 01:41:13.679294
7912,7912,Fedex,TRK-00007912,Delivered,2017-12-04,2017-12-09,2017-12-09,44.58,2026-08-06 01:41:13.679294
7913,7913,Blue Dart,TRK-00007913,In Transit,2017-04-28,2017-05-03,,37.5,2026-08-06 01:41:13.679294
7914,7914,Dhl,TRK-00007914,Delivered,2018-08-25,2018-08-29,2018-08-29,49.27,2026-08-06 01:41:13.679294
7915,7915,Delhivery,TRK-00007915,Delivered,2018-06-18,2018-06-22,2018-06-22,23.04,2026-08-06 01:41:13.679294
7916,7916,Dhl,TRK-00007916,Delivered,2018-06-17,2018-06-22,2018-06-22,38.99,2026-08-06 01:41:13.679294
7917,7917,Xpressbees,TRK-00007917,Delivered,2016-11-20,2016-11-23,2016-11-23,40.57,2026-08-06 01:41:13.679294
7918,7918,Fedex,TRK-00007918,Delivered,2018-09-05,2018-09-08,2018-09-08,49.3,2026-08-06 01:41:13.679294
7919,7919,Dhl,TRK-00007919,Delivered,2016-07-06,2016-07-10,2016-07-10,33.07,2026-08-06 01:41:13.679294
7920,7920,Ups,TRK-00007920,Delivered,2018-09-15,2018-09-20,2018-09-20,37.94,2026-08-06 01:41:13.679294
7921,7921,Xpressbees,TRK-00007921,Delivered,2018-09-17,2018-09-20,2018-09-20,30.06,2026-08-06 01:41:13.679294
7922,7922,Xpressbees,TRK-00007922,Delivered,2018-03-14,2018-03-19,2018-03-19,34.94,2026-08-06 01:41:13.679294
7923,7923,Ups,TRK-00007923,Delivered,2018-09-25,2018-09-30,2018-09-30,12.14,2026-08-06 01:41:13.679294
7924,7924,Dhl,TRK-00007924,Delivered,2018-09-25,2018-09-29,2018-09-29,11.47,2026-08-06 01:41:13.679294
7925,7925,Fedex,TRK-00007925,Delivered,2017-08-13,2017-08-18,2017-08-19,41.15,2026-08-06 01:41:13.679294
7926,7926,Dhl,TRK-00007926,Delivered,2017-08-15,2017-08-18,2017-08-18,16.69,2026-08-06 01:41:13.679294
7927,7927,Delhivery,TRK-00007927,Delivered,2018-11-21,2018-11-24,2018-11-24,24.9,2026-08-06 01:41:13.679294
7928,7928,Dhl,TRK-00007928,Delivered,2018-11-21,2018-11-26,2018-11-26,48.49,2026-08-06 01:41:13.679294
7929,7929,Xpressbees,TRK-00007929,Delivered,2018-11-22,2018-11-27,2018-11-27,46.71,2026-08-06 01:41:13.679294
7930,7930,Ups,TRK-00007930,Delivered,2018-07-26,2018-07-31,2018-07-31,28.5,2026-08-06 01:41:13.679294
7931,7931,Dhl,TRK-00007931,Delivered,2017-03-26,2017-03-29,2017-03-29,26.97,2026-08-06 01:41:13.679294
7932,7932,Ups,TRK-00007932,Delivered,2017-07-16,2017-07-20,2017-07-21,29.82,2026-08-06 01:41:13.679294
7933,7933,Ups,TRK-00007933,Delivered,2017-07-15,2017-07-20,2017-07-20,30.41,2026-08-06 01:41:13.679294
7934,7934,Blue Dart,TRK-00007934,Delivered,2018-08-18,2018-08-22,2018-08-22,48.84,2026-08-06 01:41:13.679294
7935,7935,Delhivery,TRK-00007935,Delivered,2018-08-19,2018-08-22,2018-08-22,39.25,2026-08-06 01:41:13.679294
7936,7936,Ups,TRK-00007936,In Transit,2018-08-18,2018-08-22,,39.06,2026-08-06 01:41:13.679294
7937,7937,Ups,TRK-00007937,Delivered,2018-08-19,2018-08-22,2018-08-22,25.83,2026-08-06 01:41:13.679294
7938,7938,Dhl,TRK-00007938,Delivered,2018-08-17,2018-08-20,2018-08-20,34.36,2026-08-06 01:41:13.679294
7939,7939,Xpressbees,TRK-00007939,Delivered,2018-08-19,2018-08-23,2018-08-23,33.93,2026-08-06 01:41:13.679294
7940,7940,Blue Dart,TRK-00007940,Delivered,2018-08-17,2018-08-20,2018-08-20,31.24,2026-08-06 01:41:13.679294
7941,7941,Dhl,TRK-00007941,Delivered,2017-12-16,2017-12-20,2017-12-20,16.74,2026-08-06 01:41:13.679294
7942,7942,Dhl,TRK-00007942,Delivered,2017-12-16,2017-12-19,2017-12-19,10.24,2026-08-06 01:41:13.679294
7943,7943,Dhl,TRK-00007943,Delivered,2018-12-25,2018-12-30,2018-12-30,38.43,2026-08-06 01:41:13.679294
7944,7944,Delhivery,TRK-00007944,Delivered,2018-12-26,2018-12-30,2018-12-31,16.74,2026-08-06 01:41:13.679294
7945,7945,Xpressbees,TRK-00007945,Delivered,2018-12-25,2018-12-30,2018-12-30,43.67,2026-08-06 01:41:13.679294
7946,7946,Xpressbees,TRK-00007946,Delivered,2018-12-25,2018-12-30,2018-12-30,14.92,2026-08-06 01:41:13.679294
7947,7947,Ups,TRK-00007947,Delivered,2018-12-26,2018-12-29,2018-12-29,31.62,2026-08-06 01:41:13.679294
7948,7948,Ups,TRK-00007948,In Transit,2015-03-01,2015-03-04,,49.86,2026-08-06 01:41:13.679294
7949,7949,Dhl,TRK-00007949,Delivered,2015-03-01,2015-03-04,2015-03-04,44.82,2026-08-06 01:41:13.679294
7950,7950,Dhl,TRK-00007950,In Transit,2015-03-02,2015-03-07,,40.81,2026-08-06 01:41:13.679294
7951,7951,Xpressbees,TRK-00007951,Delivered,2015-03-02,2015-03-05,2015-03-05,47.32,2026-08-06 01:41:13.679294
7952,7952,Blue Dart,TRK-00007952,Delivered,2016-11-21,2016-11-26,2016-11-26,23.86,2026-08-06 01:41:13.679294
7953,7953,Dhl,TRK-00007953,Delivered,2016-11-20,2016-11-24,2016-11-24,36.95,2026-08-06 01:41:13.679294
7954,7954,Dhl,TRK-00007954,In Transit,2015-04-03,2015-04-08,,30.83,2026-08-06 01:41:13.679294
7955,7955,Ups,TRK-00007955,In Transit,2015-04-02,2015-04-06,,47.55,2026-08-06 01:41:13.679294
7956,7956,Delhivery,TRK-00007956,Delivered,2018-10-06,2018-10-09,2018-10-09,11.86,2026-08-06 01:41:13.679294
7957,7957,Ups,TRK-00007957,Delivered,2018-10-06,2018-10-09,2018-10-09,26.57,2026-08-06 01:41:13.679294
7958,7958,Blue Dart,TRK-00007958,Delivered,2018-10-05,2018-10-09,2018-10-10,17.84,2026-08-06 01:41:13.679294
7959,7959,Xpressbees,TRK-00007959,Delivered,2018-10-07,2018-10-11,2018-10-11,11.73,2026-08-06 01:41:13.679294
7960,7960,Xpressbees,TRK-00007960,Delivered,2018-10-07,2018-10-10,2018-10-10,41.64,2026-08-06 01:41:13.679294
7961,7961,Ups,TRK-00007961,Delivered,2018-10-05,2018-10-10,2018-10-11,21.2,2026-08-06 01:41:13.679294
7962,7962,Delhivery,TRK-00007962,Delivered,2018-11-20,2018-11-23,2018-11-23,12.54,2026-08-06 01:41:13.679294
7963,7963,Blue Dart,TRK-00007963,Delivered,2018-11-18,2018-11-23,2018-11-23,21.92,2026-08-06 01:41:13.679294
7964,7964,Blue Dart,TRK-00007964,Delivered,2018-11-18,2018-11-21,2018-11-21,34.68,2026-08-06 01:41:13.679294
7965,7965,Delhivery,TRK-00007965,Delivered,2018-11-19,2018-11-22,2018-11-22,11.4,2026-08-06 01:41:13.679294
7966,7966,Ups,TRK-00007966,Delivered,2018-11-20,2018-11-24,2018-11-24,19.99,2026-08-06 01:41:13.679294
7967,7967,Ups,TRK-00007967,Delivered,2016-03-25,2016-03-28,2016-03-28,35.84,2026-08-06 01:41:13.679294
7968,7968,Fedex,TRK-00007968,In Transit,2017-10-10,2017-10-14,,49.21,2026-08-06 01:41:13.679294
7969,7969,Fedex,TRK-00007969,Delivered,2017-10-10,2017-10-14,2017-10-14,46.86,2026-08-06 01:41:13.679294
7970,7970,Delhivery,TRK-00007970,Delivered,2017-10-10,2017-10-13,2017-10-13,47.18,2026-08-06 01:41:13.679294
7971,7971,Xpressbees,TRK-00007971,Delivered,2016-08-16,2016-08-19,2016-08-19,14.23,2026-08-06 01:41:13.679294
7972,7972,Dhl,TRK-00007972,Delivered,2016-08-17,2016-08-20,2016-08-20,47.12,2026-08-06 01:41:13.679294
7973,7973,Delhivery,TRK-00007973,Delivered,2016-08-17,2016-08-20,2016-08-20,46.68,2026-08-06 01:41:13.679294
7974,7974,Ups,TRK-00007974,Delivered,2016-08-16,2016-08-19,2016-08-19,36.19,2026-08-06 01:41:13.679294
7975,7975,Dhl,TRK-00007975,Delivered,2016-08-16,2016-08-19,2016-08-19,19.91,2026-08-06 01:41:13.679294
7976,7976,Delhivery,TRK-00007976,Delivered,2016-08-17,2016-08-22,2016-08-22,33.92,2026-08-06 01:41:13.679294
7977,7977,Dhl,TRK-00007977,Delivered,2016-08-16,2016-08-20,2016-08-20,16.71,2026-08-06 01:41:13.679294
7978,7978,Dhl,TRK-00007978,Delivered,2015-06-01,2015-06-05,2015-06-05,34.41,2026-08-06 01:41:13.679294
7979,7979,Fedex,TRK-00007979,Delivered,2015-06-01,2015-06-04,2015-06-04,30.08,2026-08-06 01:41:13.679294
7980,7980,Fedex,TRK-00007980,Delivered,2016-08-28,2016-09-02,2016-09-02,31.3,2026-08-06 01:41:13.679294
7981,7981,Ups,TRK-00007981,Delivered,2015-01-05,2015-01-09,2015-01-10,17.38,2026-08-06 01:41:13.679294
7982,7982,Blue Dart,TRK-00007982,Delivered,2015-09-12,2015-09-16,2015-09-16,13.43,2026-08-06 01:41:13.679294
7983,7983,Blue Dart,TRK-00007983,Delivered,2015-09-10,2015-09-15,2015-09-15,23.55,2026-08-06 01:41:13.679294
7984,7984,Dhl,TRK-00007984,Delivered,2018-01-22,2018-01-27,2018-01-27,37.1,2026-08-06 01:41:13.679294
7985,7985,Delhivery,TRK-00007985,Delivered,2018-01-22,2018-01-26,2018-01-26,21.19,2026-08-06 01:41:13.679294
7986,7986,Fedex,TRK-00007986,Delivered,2017-04-23,2017-04-27,2017-04-27,16.95,2026-08-06 01:41:13.679294
7987,7987,Ups,TRK-00007987,Delivered,2017-07-22,2017-07-25,2017-07-25,28.28,2026-08-06 01:41:13.679294
7988,7988,Dhl,TRK-00007988,Delivered,2017-08-23,2017-08-26,2017-08-27,33.33,2026-08-06 01:41:13.679294
7989,7989,Delhivery,TRK-00007989,Delivered,2017-08-25,2017-08-28,2017-08-28,20.5,2026-08-06 01:41:13.679294
7990,7990,Delhivery,TRK-00007990,Delivered,2017-08-23,2017-08-27,2017-08-27,17.84,2026-08-06 01:41:13.679294
7991,7991,Ups,TRK-00007991,Delivered,2017-08-23,2017-08-28,2017-08-28,31.0,2026-08-06 01:41:13.679294
7992,7992,Fedex,TRK-00007992,Delivered,2017-06-14,2017-06-19,2017-06-20,35.06,2026-08-06 01:41:13.679294
7993,7993,Fedex,TRK-00007993,Delivered,2017-06-15,2017-06-19,2017-06-20,38.31,2026-08-06 01:41:13.679294
7994,7994,Blue Dart,TRK-00007994,Delivered,2016-11-21,2016-11-26,2016-11-26,32.33,2026-08-06 01:41:13.679294
7995,7995,Dhl,TRK-00007995,Delivered,2016-11-21,2016-11-24,2016-11-24,42.15,2026-08-06 01:41:13.679294
7996,7996,Dhl,TRK-00007996,Delivered,2016-11-22,2016-11-25,2016-11-25,12.31,2026-08-06 01:41:13.679294
7997,7997,Blue Dart,TRK-00007997,Delivered,2018-11-04,2018-11-07,2018-11-07,39.17,2026-08-06 01:41:13.679294
7998,7998,Xpressbees,TRK-00007998,Delivered,2018-11-04,2018-11-09,2018-11-09,49.24,2026-08-06 01:41:13.679294
7999,7999,Delhivery,TRK-00007999,Delivered,2015-05-06,2015-05-09,2015-05-09,35.37,2026-08-06 01:41:13.679294
8000,8000,Dhl,TRK-00008000,Delivered,2015-05-06,2015-05-10,2015-05-10,42.33,2026-08-06 01:41:13.679294
8001,8001,Ups,TRK-00008001,Delivered,2016-11-10,2016-11-14,2016-11-14,18.85,2026-08-06 01:41:13.679294
8002,8002,Dhl,TRK-00008002,In Transit,2016-12-14,2016-12-18,,30.22,2026-08-06 01:41:13.679294
8003,8003,Xpressbees,TRK-00008003,Delivered,2016-12-13,2016-12-18,2016-12-18,25.78,2026-08-06 01:41:13.679294
8004,8004,Dhl,TRK-00008004,Delivered,2015-12-03,2015-12-06,2015-12-06,14.09,2026-08-06 01:41:13.679294
8005,8005,Delhivery,TRK-00008005,Delivered,2015-12-01,2015-12-06,2015-12-06,45.77,2026-08-06 01:41:13.679294
8006,8006,Dhl,TRK-00008006,Delivered,2015-12-03,2015-12-06,2015-12-06,31.25,2026-08-06 01:41:13.679294
8007,8007,Fedex,TRK-00008007,Delivered,2017-10-09,2017-10-13,2017-10-13,45.98,2026-08-06 01:41:13.679294
8008,8008,Xpressbees,TRK-00008008,Delivered,2016-11-18,2016-11-22,2016-11-22,38.58,2026-08-06 01:41:13.679294
