payment_id,order_row_id,payment_method,payment_status,payment_date,transaction_reference,payment_amount,created_at
8597,8597,Cash,Completed,2015-05-05,TXN-00008597,35.44,2026-08-06 01:41:39.368897
8598,8598,Credit Card,Completed,2017-10-30,TXN-00008598,67.14,2026-08-06 01:41:39.368897
8599,8599,UPI,Completed,2015-11-28,TXN-00008599,4.32,2026-08-06 01:41:39.368897
8600,8600,Net Banking,Completed,2015-11-26,TXN-00008600,14.94,2026-08-06 01:41:39.368897
8601,8601,Net Banking,Completed,2015-11-30,TXN-00008601,40.54,2026-08-06 01:41:39.368897
8602,8602,Wallet,Completed,2015-11-28,TXN-00008602,7.31,2026-08-06 01:41:39.368897
8603,8603,Wallet,Completed,2015-12-31,TXN-00008603,475.94,2026-08-06 01:41:39.368897
8604,8604,Wallet,Completed,2017-01-05,TXN-00008604,30.08,2026-08-06 01:41:39.368897
8605,8605,Net Banking,Completed,2017-01-06,TXN-00008605,165.6,2026-08-06 01:41:39.368897
8606,8606,UPI,Completed,2017-01-04,TXN-00008606,180.96,2026-08-06 01:41:39.368897
8607,8607,Debit Card,Completed,2018-08-20,TXN-00008607,23.18,2026-08-06 01:41:39.368897
8608,8608,Wallet,Completed,2015-06-04,TXN-00008608,56.96,2026-08-06 01:41:39.368897
8609,8609,Wallet,Completed,2015-06-08,TXN-00008609,15.56,2026-08-06 01:41:39.368897
8610,8610,Debit Card,Completed,2015-06-04,TXN-00008610,353.57,2026-08-06 01:41:39.368897
8611,8611,Debit Card,Completed,2015-06-06,TXN-00008611,13.96,2026-08-06 01:41:39.368897
8612,8612,Net Banking,Completed,2018-11-15,TXN-00008612,82.95,2026-08-06 01:41:39.368897
8613,8613,Wallet,Completed,2017-01-29,TXN-00008613,39.68,2026-08-06 01:41:39.368897
8614,8614,Credit Card,Completed,2017-11-12,TXN-00008614,479.97,2026-08-06 01:41:39.368897
8615,8615,Debit Card,Completed,2017-09-14,TXN-00008615,7.38,2026-08-06 01:41:39.368897
8616,8616,Wallet,Completed,2017-09-10,TXN-00008616,14.26,2026-08-06 01:41:39.368897
8617,8617,Wallet,Completed,2017-09-13,TXN-00008617,81.98,2026-08-06 01:41:39.368897
8618,8618,UPI,Completed,2017-09-13,TXN-00008618,39.62,2026-08-06 01:41:39.368897
8619,8619,Cash,Completed,2018-03-04,TXN-00008619,399.67,2026-08-06 01:41:39.368897
8620,8620,Cash,Completed,2018-09-09,TXN-00008620,65.12,2026-08-06 01:41:39.368897
8621,8621,Cash,Completed,2018-11-06,TXN-00008621,30.56,2026-08-06 01:41:39.368897
8622,8622,Debit Card,Completed,2018-05-16,TXN-00008622,20.77,2026-08-06 01:41:39.368897
8623,8623,Cash,Completed,2017-11-29,TXN-00008623,39.81,2026-08-06 01:41:39.368897
8624,8624,Net Banking,Completed,2016-11-17,TXN-00008624,121.1,2026-08-06 01:41:39.368897
8625,8625,Debit Card,Completed,2016-11-14,TXN-00008625,111.96,2026-08-06 01:41:39.368897
8626,8626,Credit Card,Completed,2016-12-09,TXN-00008626,15.7,2026-08-06 01:41:39.368897
8627,8627,Wallet,Completed,2016-09-07,TXN-00008627,70.26,2026-08-06 01:41:39.368897
8628,8628,Wallet,Completed,2016-09-10,TXN-00008628,90.0,2026-08-06 01:41:39.368897
8629,8629,Cash,Completed,2016-09-09,TXN-00008629,6.1,2026-08-06 01:41:39.368897
8630,8630,Debit Card,Completed,2016-09-08,TXN-00008630,481.18,2026-08-06 01:41:39.368897
8631,8631,Net Banking,Completed,2016-09-09,TXN-00008631,7.24,2026-08-06 01:41:39.368897
8632,8632,UPI,Completed,2017-08-01,TXN-00008632,177.45,2026-08-06 01:41:39.368897
8633,8633,Net Banking,Completed,2017-07-29,TXN-00008633,1369.76,2026-08-06 01:41:39.368897
8634,8634,UPI,Completed,2017-07-31,TXN-00008634,9.48,2026-08-06 01:41:39.368897
8635,8635,Wallet,Completed,2018-08-25,TXN-00008635,130.98,2026-08-06 01:41:39.368897
8636,8636,Cash,Completed,2015-05-02,TXN-00008636,174.95,2026-08-06 01:41:39.368897
8637,8637,Cash,Completed,2015-05-01,TXN-00008637,826.0,2026-08-06 01:41:39.368897
8638,8638,Debit Card,Completed,2018-04-30,TXN-00008638,139.58,2026-08-06 01:41:39.368897
8639,8639,Wallet,Completed,2018-07-24,TXN-00008639,399.95,2026-08-06 01:41:39.368897
8640,8640,Debit Card,Completed,2015-12-17,TXN-00008640,12.39,2026-08-06 01:41:39.368897
8641,8641,Debit Card,Completed,2018-01-14,TXN-00008641,760.98,2026-08-06 01:41:39.368897
8642,8642,Cash,Completed,2018-12-02,TXN-00008642,67.86,2026-08-06 01:41:39.368897
8643,8643,Net Banking,Pending,2016-11-12,TXN-00008643,31.5,2026-08-06 01:41:39.368897
8644,8644,Credit Card,Completed,2016-11-12,TXN-00008644,5.04,2026-08-06 01:41:39.368897
8645,8645,Wallet,Completed,2016-11-12,TXN-00008645,39.88,2026-08-06 01:41:39.368897
8646,8646,Cash,Completed,2016-11-09,TXN-00008646,4.71,2026-08-06 01:41:39.368897
8647,8647,UPI,Completed,2017-11-26,TXN-00008647,194.35,2026-08-06 01:41:39.368897
8648,8648,Net Banking,Completed,2016-12-09,TXN-00008648,97.42,2026-08-06 01:41:39.368897
8649,8649,UPI,Completed,2017-08-02,TXN-00008649,704.76,2026-08-06 01:41:39.368897
8650,8650,Wallet,Completed,2017-08-02,TXN-00008650,27.4,2026-08-06 01:41:39.368897
8651,8651,Wallet,Completed,2015-09-16,TXN-00008651,5.7,2026-08-06 01:41:39.368897
8652,8652,Wallet,Completed,2015-09-14,TXN-00008652,14.19,2026-08-06 01:41:39.368897
8653,8653,UPI,Completed,2015-09-17,TXN-00008653,7.3,2026-08-06 01:41:39.368897
8654,8654,UPI,Completed,2015-09-16,TXN-00008654,199.98,2026-08-06 01:41:39.368897
8655,8655,UPI,Completed,2015-09-14,TXN-00008655,144.96,2026-08-06 01:41:39.368897
8656,8656,Cash,Completed,2015-09-14,TXN-00008656,118.0,2026-08-06 01:41:39.368897
8657,8657,UPI,Completed,2015-09-17,TXN-00008657,48.94,2026-08-06 01:41:39.368897
8658,8658,Wallet,Completed,2015-09-15,TXN-00008658,22.66,2026-08-06 01:41:39.368897
8659,8659,UPI,Completed,2017-06-25,TXN-00008659,0.84,2026-08-06 01:41:39.368897
8660,8660,Debit Card,Completed,2017-09-04,TXN-00008660,30.96,2026-08-06 01:41:39.368897
8661,8661,Wallet,Completed,2018-11-25,TXN-00008661,723.92,2026-08-06 01:41:39.368897
8662,8662,Net Banking,Pending,2016-05-13,TXN-00008662,21.97,2026-08-06 01:41:39.368897
8663,8663,Credit Card,Completed,2016-05-16,TXN-00008663,619.15,2026-08-06 01:41:39.368897
8664,8664,Cash,Completed,2016-05-13,TXN-00008664,127.9,2026-08-06 01:41:39.368897
8665,8665,Wallet,Completed,2018-04-01,TXN-00008665,94.2,2026-08-06 01:41:39.368897
8666,8666,Wallet,Completed,2017-11-18,TXN-00008666,49.5,2026-08-06 01:41:39.368897
8667,8667,UPI,Completed,2017-12-31,TXN-00008667,16.52,2026-08-06 01:41:39.368897
8668,8668,Wallet,Completed,2017-12-25,TXN-00008668,55.36,2026-08-06 01:41:39.368897
8669,8669,UPI,Completed,2017-12-24,TXN-00008669,11.56,2026-08-06 01:41:39.368897
8670,8670,Net Banking,Completed,2016-12-21,TXN-00008670,17.12,2026-08-06 01:41:39.368897
8671,8671,Cash,Pending,2015-12-28,TXN-00008671,182.35,2026-08-06 01:41:39.368897
8672,8672,Net Banking,Completed,2015-12-30,TXN-00008672,118.16,2026-08-06 01:41:39.368897
8673,8673,Net Banking,Completed,2018-02-17,TXN-00008673,18.37,2026-08-06 01:41:39.368897
8674,8674,Cash,Completed,2018-02-18,TXN-00008674,600.56,2026-08-06 01:41:39.368897
8675,8675,Credit Card,Completed,2018-02-19,TXN-00008675,50.35,2026-08-06 01:41:39.368897
8676,8676,Debit Card,Completed,2018-02-20,TXN-00008676,28.03,2026-08-06 01:41:39.368897
8677,8677,Debit Card,Completed,2018-02-18,TXN-00008677,7.69,2026-08-06 01:41:39.368897
8678,8678,Net Banking,Completed,2018-10-25,TXN-00008678,517.41,2026-08-06 01:41:39.368897
8679,8679,Net Banking,Completed,2017-09-03,TXN-00008679,8.61,2026-08-06 01:41:39.368897
8680,8680,Cash,Completed,2017-09-05,TXN-00008680,159.56,2026-08-06 01:41:39.368897
8681,8681,Wallet,Completed,2017-12-03,TXN-00008681,2104.55,2026-08-06 01:41:39.368897
8682,8682,Net Banking,Completed,2017-12-05,TXN-00008682,40.7,2026-08-06 01:41:39.368897
8683,8683,UPI,Completed,2015-11-07,TXN-00008683,47.79,2026-08-06 01:41:39.368897
8684,8684,Cash,Completed,2018-11-28,TXN-00008684,5.16,2026-08-06 01:41:39.368897
8685,8685,Wallet,Completed,2017-12-18,TXN-00008685,21.21,2026-08-06 01:41:39.368897
8686,8686,Cash,Completed,2018-11-17,TXN-00008686,96.36,2026-08-06 01:41:39.368897
8687,8687,Cash,Completed,2017-06-29,TXN-00008687,231.72,2026-08-06 01:41:39.368897
8688,8688,Debit Card,Completed,2017-06-26,TXN-00008688,17.9,2026-08-06 01:41:39.368897
8689,8689,Net Banking,Completed,2017-06-28,TXN-00008689,12.48,2026-08-06 01:41:39.368897
8690,8690,Debit Card,Completed,2015-12-30,TXN-00008690,8.02,2026-08-06 01:41:39.368897
8691,8691,Debit Card,Completed,2017-08-18,TXN-00008691,259.9,2026-08-06 01:41:39.368897
8692,8692,Debit Card,Completed,2017-08-16,TXN-00008692,247.19,2026-08-06 01:41:39.368897
8693,8693,Credit Card,Completed,2017-08-16,TXN-00008693,279.96,2026-08-06 01:41:39.368897
8694,8694,Debit Card,Completed,2017-10-27,TXN-00008694,450.0,2026-08-06 01:41:39.368897
8695,8695,Debit Card,Completed,2015-08-27,TXN-00008695,19.44,2026-08-06 01:41:39.368897
8696,8696,UPI,Completed,2018-09-17,TXN-00008696,300.9,2026-08-06 01:41:39.368897
8697,8697,UPI,Completed,2018-06-15,TXN-00008697,239.98,2026-08-06 01:41:39.368897
8698,8698,Wallet,Completed,2018-06-15,TXN-00008698,31.17,2026-08-06 01:41:39.368897
8699,8699,Debit Card,Completed,2018-06-16,TXN-00008699,120.96,2026-08-06 01:41:39.368897
8700,8700,Net Banking,Pending,2018-06-17,TXN-00008700,2239.94,2026-08-06 01:41:39.368897
8701,8701,UPI,Completed,2018-06-17,TXN-00008701,76.61,2026-08-06 01:41:39.368897
8702,8702,Net Banking,Completed,2018-06-16,TXN-00008702,142.78,2026-08-06 01:41:39.368897
8703,8703,Wallet,Completed,2018-06-18,TXN-00008703,91.36,2026-08-06 01:41:39.368897
8704,8704,Net Banking,Completed,2016-03-01,TXN-00008704,3.55,2026-08-06 01:41:39.368897
8705,8705,Net Banking,Completed,2017-07-25,TXN-00008705,115.14,2026-08-06 01:41:39.368897
8706,8706,Wallet,Completed,2015-10-01,TXN-00008706,4.71,2026-08-06 01:41:39.368897
8707,8707,Debit Card,Completed,2015-09-10,TXN-00008707,172.76,2026-08-06 01:41:39.368897
8708,8708,Debit Card,Completed,2015-09-09,TXN-00008708,3.52,2026-08-06 01:41:39.368897
8709,8709,UPI,Pending,2015-11-17,TXN-00008709,79.97,2026-08-06 01:41:39.368897
8710,8710,UPI,Completed,2015-11-17,TXN-00008710,305.97,2026-08-06 01:41:39.368897
8711,8711,Wallet,Completed,2015-11-16,TXN-00008711,344.91,2026-08-06 01:41:39.368897
8712,8712,Wallet,Completed,2015-03-03,TXN-00008712,626.35,2026-08-06 01:41:39.368897
8713,8713,Cash,Completed,2016-12-06,TXN-00008713,359.5,2026-08-06 01:41:39.368897
8714,8714,Wallet,Completed,2018-07-11,TXN-00008714,71.95,2026-08-06 01:41:39.368897
8715,8715,Net Banking,Pending,2018-07-14,TXN-00008715,29.8,2026-08-06 01:41:39.368897
8716,8716,Wallet,Completed,2018-11-16,TXN-00008716,1.82,2026-08-06 01:41:39.368897
8717,8717,Cash,Completed,2017-06-15,TXN-00008717,64.38,2026-08-06 01:41:39.368897
8718,8718,Debit Card,Completed,2017-06-14,TXN-00008718,6.98,2026-08-06 01:41:39.368897
8719,8719,Cash,Completed,2017-06-14,TXN-00008719,11.26,2026-08-06 01:41:39.368897
8720,8720,UPI,Completed,2017-06-14,TXN-00008720,15.55,2026-08-06 01:41:39.368897
8721,8721,Cash,Completed,2017-06-13,TXN-00008721,379.37,2026-08-06 01:41:39.368897
8722,8722,Debit Card,Completed,2017-06-12,TXN-00008722,67.54,2026-08-06 01:41:39.368897
8723,8723,Cash,Completed,2017-06-15,TXN-00008723,1.52,2026-08-06 01:41:39.368897
8724,8724,Credit Card,Completed,2017-12-29,TXN-00008724,37.41,2026-08-06 01:41:39.368897
8725,8725,Credit Card,Completed,2017-12-30,TXN-00008725,25.34,2026-08-06 01:41:39.368897
8726,8726,Cash,Completed,2018-03-18,TXN-00008726,46.2,2026-08-06 01:41:39.368897
8727,8727,Cash,Completed,2016-12-31,TXN-00008727,4.73,2026-08-06 01:41:39.368897
8728,8728,Debit Card,Completed,2016-12-31,TXN-00008728,53.35,2026-08-06 01:41:39.368897
8729,8729,Net Banking,Completed,2016-12-29,TXN-00008729,131.1,2026-08-06 01:41:39.368897
8730,8730,UPI,Completed,2016-12-30,TXN-00008730,22.51,2026-08-06 01:41:39.368897
8731,8731,Wallet,Completed,2016-12-27,TXN-00008731,72.74,2026-08-06 01:41:39.368897
8732,8732,Debit Card,Completed,2016-08-02,TXN-00008732,52.59,2026-08-06 01:41:39.368897
8733,8733,Credit Card,Completed,2018-07-01,TXN-00008733,19.44,2026-08-06 01:41:39.368897
8734,8734,Credit Card,Completed,2018-06-27,TXN-00008734,126.3,2026-08-06 01:41:39.368897
8735,8735,Debit Card,Completed,2018-06-29,TXN-00008735,1287.45,2026-08-06 01:41:39.368897
8736,8736,Wallet,Completed,2015-02-07,TXN-00008736,64.96,2026-08-06 01:41:39.368897
8737,8737,Net Banking,Completed,2017-09-08,TXN-00008737,535.41,2026-08-06 01:41:39.368897
8738,8738,Credit Card,Pending,2018-04-09,TXN-00008738,8.1,2026-08-06 01:41:39.368897
8739,8739,Wallet,Completed,2018-12-11,TXN-00008739,13.25,2026-08-06 01:41:39.368897
8740,8740,Net Banking,Completed,2018-12-09,TXN-00008740,83.99,2026-08-06 01:41:39.368897
8741,8741,Wallet,Completed,2017-07-28,TXN-00008741,73.2,2026-08-06 01:41:39.368897
8742,8742,Debit Card,Completed,2016-11-10,TXN-00008742,10.74,2026-08-06 01:41:39.368897
8743,8743,UPI,Completed,2016-10-05,TXN-00008743,11.03,2026-08-06 01:41:39.368897
8744,8744,Cash,Completed,2016-10-04,TXN-00008744,53.04,2026-08-06 01:41:39.368897
8745,8745,Credit Card,Completed,2016-11-24,TXN-00008745,17.12,2026-08-06 01:41:39.368897
8746,8746,UPI,Completed,2016-11-22,TXN-00008746,59.94,2026-08-06 01:41:39.368897
8747,8747,Debit Card,Completed,2018-02-06,TXN-00008747,210.58,2026-08-06 01:41:39.368897
8748,8748,Debit Card,Completed,2018-02-04,TXN-00008748,30.96,2026-08-06 01:41:39.368897
8749,8749,Cash,Completed,2018-02-06,TXN-00008749,239.98,2026-08-06 01:41:39.368897
8750,8750,Debit Card,Completed,2016-06-18,TXN-00008750,3050.38,2026-08-06 01:41:39.368897
8751,8751,Debit Card,Completed,2016-06-20,TXN-00008751,133.98,2026-08-06 01:41:39.368897
8752,8752,Net Banking,Completed,2017-05-05,TXN-00008752,93.25,2026-08-06 01:41:39.368897
8753,8753,UPI,Completed,2017-05-05,TXN-00008753,177.48,2026-08-06 01:41:39.368897
8754,8754,Net Banking,Completed,2018-09-13,TXN-00008754,17.71,2026-08-06 01:41:39.368897
8755,8755,Debit Card,Completed,2018-09-13,TXN-00008755,4.86,2026-08-06 01:41:39.368897
8756,8756,Credit Card,Completed,2018-09-09,TXN-00008756,6.26,2026-08-06 01:41:39.368897
8757,8757,UPI,Completed,2017-07-22,TXN-00008757,37.68,2026-08-06 01:41:39.368897
8758,8758,Debit Card,Completed,2017-07-26,TXN-00008758,51.84,2026-08-06 01:41:39.368897
8759,8759,Debit Card,Completed,2017-07-26,TXN-00008759,27.42,2026-08-06 01:41:39.368897
8760,8760,Cash,Completed,2017-07-25,TXN-00008760,5.4,2026-08-06 01:41:39.368897
8761,8761,Credit Card,Completed,2017-02-01,TXN-00008761,1270.99,2026-08-06 01:41:39.368897
8762,8762,Debit Card,Completed,2017-01-31,TXN-00008762,125.36,2026-08-06 01:41:39.368897
8763,8763,Cash,Completed,2017-12-29,TXN-00008763,14.03,2026-08-06 01:41:39.368897
8764,8764,Net Banking,Pending,2018-01-01,TXN-00008764,27.96,2026-08-06 01:41:39.368897
8765,8765,Debit Card,Completed,2016-11-25,TXN-00008765,5.34,2026-08-06 01:41:39.368897
8766,8766,Credit Card,Completed,2016-11-21,TXN-00008766,1.7,2026-08-06 01:41:39.368897
8767,8767,Wallet,Completed,2016-11-22,TXN-00008767,24.59,2026-08-06 01:41:39.368897
8768,8768,Net Banking,Completed,2016-11-23,TXN-00008768,7.98,2026-08-06 01:41:39.368897
8769,8769,Net Banking,Completed,2016-10-08,TXN-00008769,288.0,2026-08-06 01:41:39.368897
8770,8770,Net Banking,Completed,2017-09-16,TXN-00008770,146.95,2026-08-06 01:41:39.368897
8771,8771,Wallet,Completed,2017-09-16,TXN-00008771,83.14,2026-08-06 01:41:39.368897
8772,8772,Wallet,Completed,2018-09-15,TXN-00008772,942.78,2026-08-06 01:41:39.368897
8773,8773,Debit Card,Completed,2018-09-14,TXN-00008773,74.35,2026-08-06 01:41:39.368897
8774,8774,Credit Card,Completed,2016-02-24,TXN-00008774,26.88,2026-08-06 01:41:39.368897
8775,8775,Cash,Completed,2016-02-27,TXN-00008775,10.9,2026-08-06 01:41:39.368897
8776,8776,Net Banking,Completed,2017-12-08,TXN-00008776,3.54,2026-08-06 01:41:39.368897
8777,8777,Credit Card,Completed,2017-07-02,TXN-00008777,528.43,2026-08-06 01:41:39.368897
8778,8778,Cash,Completed,2017-07-02,TXN-00008778,41.47,2026-08-06 01:41:39.368897
8779,8779,Cash,Completed,2018-12-14,TXN-00008779,287.98,2026-08-06 01:41:39.368897
8780,8780,Cash,Completed,2016-03-20,TXN-00008780,29.3,2026-08-06 01:41:39.368897
8781,8781,Credit Card,Completed,2016-03-01,TXN-00008781,55.33,2026-08-06 01:41:39.368897
8782,8782,Wallet,Completed,2016-03-01,TXN-00008782,1228.0,2026-08-06 01:41:39.368897
8783,8783,UPI,Completed,2017-09-18,TXN-00008783,20.42,2026-08-06 01:41:39.368897
8784,8784,UPI,Completed,2017-09-19,TXN-00008784,1128.39,2026-08-06 01:41:39.368897
8785,8785,Net Banking,Completed,2018-03-21,TXN-00008785,4.61,2026-08-06 01:41:39.368897
8786,8786,Debit Card,Completed,2018-05-31,TXN-00008786,195.96,2026-08-06 01:41:39.368897
8787,8787,Wallet,Completed,2018-05-28,TXN-00008787,15.55,2026-08-06 01:41:39.368897
8788,8788,Net Banking,Completed,2018-05-31,TXN-00008788,271.97,2026-08-06 01:41:39.368897
8789,8789,UPI,Completed,2018-06-15,TXN-00008789,698.35,2026-08-06 01:41:39.368897
8790,8790,Wallet,Completed,2018-06-16,TXN-00008790,77.73,2026-08-06 01:41:39.368897
8791,8791,Net Banking,Completed,2016-09-09,TXN-00008791,46.62,2026-08-06 01:41:39.368897
8792,8792,Credit Card,Completed,2018-03-18,TXN-00008792,537.54,2026-08-06 01:41:39.368897
8793,8793,Credit Card,Completed,2015-12-23,TXN-00008793,14.62,2026-08-06 01:41:39.368897
8794,8794,UPI,Completed,2015-12-21,TXN-00008794,22.55,2026-08-06 01:41:39.368897
8795,8795,Cash,Completed,2015-12-22,TXN-00008795,583.8,2026-08-06 01:41:39.368897
8796,8796,Net Banking,Completed,2015-12-23,TXN-00008796,211.17,2026-08-06 01:41:39.368897
8797,8797,Cash,Completed,2017-07-10,TXN-00008797,12.96,2026-08-06 01:41:39.368897
8798,8798,Wallet,Completed,2017-07-08,TXN-00008798,45.98,2026-08-06 01:41:39.368897
8799,8799,Cash,Completed,2017-04-10,TXN-00008799,1294.75,2026-08-06 01:41:39.368897
8800,8800,Debit Card,Completed,2015-05-12,TXN-00008800,1799.97,2026-08-06 01:41:39.368897
8801,8801,Wallet,Completed,2018-11-23,TXN-00008801,10.69,2026-08-06 01:41:39.368897
8802,8802,Debit Card,Completed,2017-11-13,TXN-00008802,221.98,2026-08-06 01:41:39.368897
8803,8803,Debit Card,Completed,2017-11-10,TXN-00008803,341.96,2026-08-06 01:41:39.368897
8804,8804,Credit Card,Completed,2016-01-04,TXN-00008804,34.77,2026-08-06 01:41:39.368897
8805,8805,Cash,Completed,2016-01-03,TXN-00008805,18.9,2026-08-06 01:41:39.368897
8806,8806,Net Banking,Pending,2018-08-21,TXN-00008806,102.72,2026-08-06 01:41:39.368897
8807,8807,Wallet,Completed,2017-09-14,TXN-00008807,40.48,2026-08-06 01:41:39.368897
8808,8808,Credit Card,Completed,2018-10-29,TXN-00008808,33.28,2026-08-06 01:41:39.368897
8809,8809,UPI,Completed,2018-10-29,TXN-00008809,118.65,2026-08-06 01:41:39.368897
8810,8810,Debit Card,Completed,2018-10-30,TXN-00008810,14.76,2026-08-06 01:41:39.368897
8811,8811,Net Banking,Completed,2018-05-30,TXN-00008811,37.52,2026-08-06 01:41:39.368897
8812,8812,Wallet,Completed,2017-03-12,TXN-00008812,207.14,2026-08-06 01:41:39.368897
8813,8813,Net Banking,Completed,2017-03-11,TXN-00008813,13.9,2026-08-06 01:41:39.368897
8814,8814,Cash,Completed,2016-07-29,TXN-00008814,266.35,2026-08-06 01:41:39.368897
8815,8815,Net Banking,Completed,2016-11-27,TXN-00008815,307.98,2026-08-06 01:41:39.368897
8816,8816,Credit Card,Completed,2016-11-24,TXN-00008816,44.1,2026-08-06 01:41:39.368897
8817,8817,Debit Card,Completed,2016-11-25,TXN-00008817,13.12,2026-08-06 01:41:39.368897
8818,8818,UPI,Completed,2016-11-27,TXN-00008818,16.56,2026-08-06 01:41:39.368897
8819,8819,Cash,Completed,2016-11-25,TXN-00008819,38.88,2026-08-06 01:41:39.368897
8820,8820,Net Banking,Completed,2016-11-28,TXN-00008820,335.52,2026-08-06 01:41:39.368897
8821,8821,Wallet,Completed,2018-11-04,TXN-00008821,959.98,2026-08-06 01:41:39.368897
8822,8822,Net Banking,Completed,2018-11-03,TXN-00008822,4.09,2026-08-06 01:41:39.368897
8823,8823,Wallet,Completed,2018-11-03,TXN-00008823,55.98,2026-08-06 01:41:39.368897
8824,8824,Net Banking,Completed,2018-11-03,TXN-00008824,10.69,2026-08-06 01:41:39.368897
8825,8825,Cash,Completed,2018-03-25,TXN-00008825,8.86,2026-08-06 01:41:39.368897
8826,8826,Net Banking,Completed,2016-12-23,TXN-00008826,6.91,2026-08-06 01:41:39.368897
8827,8827,Cash,Completed,2015-04-05,TXN-00008827,26.72,2026-08-06 01:41:39.368897
8828,8828,Debit Card,Completed,2015-04-06,TXN-00008828,33.49,2026-08-06 01:41:39.368897
8829,8829,Credit Card,Completed,2016-06-06,TXN-00008829,10.56,2026-08-06 01:41:39.368897
8830,8830,Debit Card,Completed,2015-10-10,TXN-00008830,386.34,2026-08-06 01:41:39.368897
8831,8831,Credit Card,Completed,2017-08-21,TXN-00008831,33.44,2026-08-06 01:41:39.368897
8832,8832,UPI,Completed,2016-11-15,TXN-00008832,39.96,2026-08-06 01:41:39.368897
8833,8833,UPI,Completed,2016-06-24,TXN-00008833,1217.57,2026-08-06 01:41:39.368897
8834,8834,Debit Card,Completed,2018-09-24,TXN-00008834,15.51,2026-08-06 01:41:39.368897
8835,8835,Wallet,Completed,2018-09-27,TXN-00008835,89.9,2026-08-06 01:41:39.368897
8836,8836,UPI,Completed,2018-09-26,TXN-00008836,14.28,2026-08-06 01:41:39.368897
8837,8837,Cash,Completed,2018-09-24,TXN-00008837,12.72,2026-08-06 01:41:39.368897
8838,8838,Debit Card,Completed,2018-09-25,TXN-00008838,15.75,2026-08-06 01:41:39.368897
8839,8839,Net Banking,Completed,2015-04-10,TXN-00008839,70.95,2026-08-06 01:41:39.368897
8840,8840,Net Banking,Completed,2015-04-07,TXN-00008840,65.57,2026-08-06 01:41:39.368897
8841,8841,Debit Card,Pending,2015-04-10,TXN-00008841,299.97,2026-08-06 01:41:39.368897
8842,8842,Wallet,Completed,2017-02-13,TXN-00008842,89.97,2026-08-06 01:41:39.368897
8843,8843,Cash,Completed,2017-02-10,TXN-00008843,31.86,2026-08-06 01:41:39.368897
8844,8844,UPI,Completed,2015-11-18,TXN-00008844,67.15,2026-08-06 01:41:39.368897
8845,8845,Net Banking,Completed,2018-12-21,TXN-00008845,7.24,2026-08-06 01:41:39.368897
8846,8846,Debit Card,Completed,2018-12-21,TXN-00008846,4.82,2026-08-06 01:41:39.368897
8847,8847,Debit Card,Completed,2018-12-21,TXN-00008847,91.36,2026-08-06 01:41:39.368897
8848,8848,Net Banking,Completed,2018-12-22,TXN-00008848,130.11,2026-08-06 01:41:39.368897
8849,8849,Cash,Completed,2016-07-04,TXN-00008849,74.24,2026-08-06 01:41:39.368897
8850,8850,Net Banking,Completed,2016-07-06,TXN-00008850,159.84,2026-08-06 01:41:39.368897
8851,8851,Wallet,Completed,2016-07-03,TXN-00008851,2.89,2026-08-06 01:41:39.368897
8852,8852,UPI,Completed,2016-07-04,TXN-00008852,9.39,2026-08-06 01:41:39.368897
8853,8853,Credit Card,Pending,2015-10-08,TXN-00008853,123.92,2026-08-06 01:41:39.368897
8854,8854,Net Banking,Completed,2016-09-26,TXN-00008854,55.6,2026-08-06 01:41:39.368897
8855,8855,Debit Card,Completed,2016-09-25,TXN-00008855,617.98,2026-08-06 01:41:39.368897
8856,8856,Cash,Completed,2018-12-26,TXN-00008856,21.31,2026-08-06 01:41:39.368897
8857,8857,Net Banking,Completed,2018-10-13,TXN-00008857,209.94,2026-08-06 01:41:39.368897
8858,8858,Debit Card,Completed,2018-10-16,TXN-00008858,31.98,2026-08-06 01:41:39.368897
8859,8859,Debit Card,Completed,2018-10-17,TXN-00008859,5083.96,2026-08-06 01:41:39.368897
8860,8860,Cash,Completed,2018-08-21,TXN-00008860,35.96,2026-08-06 01:41:39.368897
8861,8861,UPI,Completed,2016-09-11,TXN-00008861,31.05,2026-08-06 01:41:39.368897
8862,8862,Net Banking,Completed,2016-09-15,TXN-00008862,8.92,2026-08-06 01:41:39.368897
8863,8863,Debit Card,Completed,2016-09-15,TXN-00008863,209.6,2026-08-06 01:41:39.368897
8864,8864,Cash,Completed,2016-09-11,TXN-00008864,111.04,2026-08-06 01:41:39.368897
8865,8865,Cash,Completed,2016-09-13,TXN-00008865,38.88,2026-08-06 01:41:39.368897
8866,8866,Cash,Completed,2016-12-22,TXN-00008866,36.27,2026-08-06 01:41:39.368897
8867,8867,UPI,Completed,2015-09-24,TXN-00008867,493.43,2026-08-06 01:41:39.368897
8868,8868,Credit Card,Completed,2015-09-23,TXN-00008868,11.12,2026-08-06 01:41:39.368897
8869,8869,Debit Card,Completed,2017-11-04,TXN-00008869,686.4,2026-08-06 01:41:39.368897
8870,8870,UPI,Completed,2018-12-02,TXN-00008870,15.92,2026-08-06 01:41:39.368897
8871,8871,UPI,Completed,2018-12-02,TXN-00008871,70.68,2026-08-06 01:41:39.368897
8872,8872,Net Banking,Completed,2018-12-03,TXN-00008872,541.24,2026-08-06 01:41:39.368897
8873,8873,Debit Card,Completed,2015-10-12,TXN-00008873,101.99,2026-08-06 01:41:39.368897
